source,condition,architecture,prompt_level,topic,topic_key,conversation_a,conversation_b,route_similarity,route_distance,alignment_path
SB,SB,SB,SB,Job Benefits,job benefits,2723,4905,0.2526116069229366,0.7473883930770634,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,2897,0.40354671429330413,0.5964532857066959,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,2982,0.40120887124412097,0.598791128755879,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,3001,0.3534501172101028,0.6465498827898972,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,3092,0.3194574393392138,0.6805425606607862,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,3107,0.38085655516254036,0.6191434448374596,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,3647,0.31835488094185715,0.6816451190581428,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,3830,0.2815105444987296,0.7184894555012704,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,3985,0.3176561925716026,0.6823438074283974,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4028,0.3485293747113386,0.6514706252886614,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4056,0.28405790871491776,0.7159420912850822,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4060,0.28130023324594655,0.7186997667540534,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4109,0.26635008784967307,0.7336499121503269,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4158,0.2933572048704072,0.7066427951295928,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4171,0.31421818168779225,0.6857818183122077,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4319,0.27764937292829084,0.7223506270717092,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4628,0.2867948044616203,0.7132051955383797,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4644,0.3417982041944361,0.6582017958055639,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4709,0.3163162280397147,0.6836837719602853,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4720,0.34098763685621425,0.6590123631437858,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4831,0.3179829351817173,0.6820170648182827,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2887,4905,0.33910635104661513,0.6608936489533849,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,2982,0.3931684212223264,0.6068315787776736,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,3001,0.3338917002420444,0.6661082997579556,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,3092,0.24562634530897753,0.7543736546910225,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,3107,0.3868639966613511,0.6131360033386489,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,3647,0.25944571266579197,0.740554287334208,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,3830,0.2604937983283878,0.7395062016716122,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,3985,0.26281965501587035,0.7371803449841297,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4028,0.3431844932286262,0.6568155067713738,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4056,0.27952854365953517,0.7204714563404648,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4060,0.2812603305469076,0.7187396694530924,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4109,0.24962728142800594,0.7503727185719941,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4158,0.27743031841362586,0.7225696815863741,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4171,0.3064084992569115,0.6935915007430885,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4319,0.2612033619349603,0.7387966380650397,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4628,0.3124943111226851,0.6875056888773149,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4644,0.3363401263986129,0.6636598736013871,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4709,0.2801724359420906,0.7198275640579094,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4720,0.2857295894058427,0.7142704105941573,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4831,0.2840153647305591,0.7159846352694409,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2897,4905,0.27967783063638973,0.7203221693636103,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,3001,0.34252766930645484,0.6574723306935452,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,3092,0.37695511726816944,0.6230448827318306,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,3107,0.3649752593978356,0.6350247406021644,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,3647,0.3507163613497585,0.6492836386502415,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,3830,0.3264463205616316,0.6735536794383684,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,3985,0.3107730606578284,0.6892269393421716,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4028,0.32195820762045013,0.6780417923795499,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4056,0.3133355352827313,0.6866644647172687,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4060,0.24643433963826167,0.7535656603617383,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4109,0.2614690621361707,0.7385309378638293,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4158,0.33875551454800557,0.6612444854519944,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4171,0.31797764392484273,0.6820223560751573,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4319,0.2854976537906756,0.7145023462093244,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4628,0.2923095450082617,0.7076904549917383,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4644,0.33924747250029597,0.660752527499704,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4709,0.2553781085321517,0.7446218914678483,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4720,0.3464624299928494,0.6535375700071506,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4831,0.28283424512952626,0.7171657548704737,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,2982,4905,0.373505383711341,0.626494616288659,"[[0,0],[0,1],[1,2],[2,3],[3,4],[4,5],[5,6],[6,7],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,3092,0.2910049648466271,0.7089950351533729,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,3107,0.37878302947479814,0.6212169705252019,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,3647,0.2676313469897883,0.7323686530102117,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,3830,0.2999786287555225,0.7000213712444775,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,3985,0.2510761328154786,0.7489238671845214,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4028,0.2913905107519362,0.7086094892480638,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4056,0.2988949999514009,0.7011050000485991,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4060,0.22941796695412886,0.7705820330458711,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4109,0.2253053197495266,0.7746946802504734,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4158,0.3035932992843463,0.6964067007156537,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4171,0.28727490651642584,0.7127250934835742,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4319,0.2901595812392186,0.7098404187607814,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4628,0.22520051886328163,0.7747994811367184,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4644,0.31802190443448,0.68197809556552,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4709,0.26706568398550257,0.7329343160144974,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4720,0.31008534607762783,0.6899146539223722,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4831,0.2141304858300881,0.7858695141699119,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3001,4905,0.3120802545287238,0.6879197454712762,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,3107,0.32394420453146555,0.6760557954685344,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,3647,0.23698068241872106,0.7630193175812789,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,3830,0.24732440669448674,0.7526755933055133,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,3985,0.28297718892929524,0.7170228110707048,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4028,0.24033079166461702,0.759669208335383,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4056,0.28926878661794053,0.7107312133820595,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4060,0.20594885720612455,0.7940511427938755,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4109,0.1664846287464825,0.8335153712535175,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4158,0.2730592529585555,0.7269407470414445,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4171,0.25456927533267715,0.7454307246673229,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4319,0.18922624533274346,0.8107737546672565,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4628,0.2299619741944524,0.7700380258055476,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4644,0.22390281132162793,0.7760971886783721,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4709,0.24992843604103177,0.7500715639589682,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4720,0.28901626857373275,0.7109837314262673,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4831,0.2729151991145917,0.7270848008854083,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3092,4905,0.29546507495593344,0.7045349250440666,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,3647,0.2725301953057353,0.7274698046942647,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,3830,0.2410151921156034,0.7589848078843966,"[[0,0],[1,1],[1,2],[2,3],[3,4],[4,5],[5,6],[6,7],[7,8],[8,9],[9,10],[10,11],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,3985,0.2594585590358438,0.7405414409641562,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4028,0.348741402624276,0.651258597375724,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4056,0.3328045192285818,0.6671954807714182,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4060,0.281535886406064,0.718464113593936,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4109,0.23705825355265742,0.7629417464473426,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4158,0.33705701273829314,0.6629429872617069,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4171,0.30461422002777194,0.6953857799722281,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4319,0.27742249476793557,0.7225775052320644,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4628,0.21824618240194915,0.7817538175980508,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4644,0.29721845151255044,0.7027815484874496,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4709,0.2889817156613589,0.7110182843386411,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4720,0.32542029422984087,0.6745797057701591,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4831,0.2794115357724727,0.7205884642275273,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3107,4905,0.33907333379302906,0.6609266662069709,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,3830,0.3391855038892274,0.6608144961107726,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,3985,0.2859233009946701,0.7140766990053299,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,4028,0.3123197646124535,0.6876802353875465,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,4056,0.3234950718481667,0.6765049281518333,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,4060,0.2510150037512532,0.7489849962487468,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,4109,0.3016710332837039,0.6983289667162961,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,4158,0.295067632612504,0.704932367387496,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,4171,0.2821986199766803,0.7178013800233197,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,4319,0.2745560032410975,0.7254439967589025,"[[0,0],[1,1],[2,2],[3,3],[3,4],[4,5],[5,6],[6,7],[7,8],[8,9],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,4628,0.27209866029818175,0.7279013397018183,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
SB,SB,SB,SB,Job Benefits,job benefits,3647,4644,0.30876248387866145,0.6912375161213385,"[[0,0],[1,1],[2,2],[3,3],[4,4],[5,5],[6,6],[7,7],[8,8],[9,9],[10,10],[11,11]]"
