source,condition,architecture,prompt_level,conversation_no,topic,topic_key,n_words,n_bins,n_microchunks,route_representation,n_sampled_word_occurrences,n_unique_sampled_words,sampled_unique_coverage,sampled_overlap_rate,status,topic_pool_size,nearest_sibling_no,nearest_sibling_similarity
SB,SB,SB,SB,4153,Child Care,child care,974,8,8,landmarks,160,160,0.16427104722792607,0.0,eligible,28,3693,0.23272961797245761
SB,SB,SB,SB,4155,Taxes,taxes,869,8,8,landmarks,160,160,0.18411967779056387,0.0,eligible,26,4725,0.26364377714070797
SB,SB,SB,SB,4158,Job Benefits,job benefits,850,8,8,landmarks,160,160,0.18823529411764706,0.0,eligible,26,4644,0.2716257727343412
SB,SB,SB,SB,4159,Trial By Jury,trial by jury,992,8,8,landmarks,160,160,0.16129032258064516,0.0,eligible,31,4148,0.2611952279521663
SB,SB,SB,SB,4165,Child Care,child care,868,8,8,landmarks,160,160,0.18433179723502305,0.0,eligible,28,4876,0.2810668439698266
SB,SB,SB,SB,4166,Care Of The Elderly,care of the elderly,970,8,8,landmarks,160,160,0.16494845360824742,0.0,eligible,28,3770,0.32119124743639227
SB,SB,SB,SB,4167,News Media,news media,954,8,8,landmarks,160,160,0.16771488469601678,0.0,eligible,31,2888,0.2775373252314479
SB,SB,SB,SB,4168,Music,music,1134,8,8,landmarks,160,160,0.14109347442680775,0.0,eligible,25,3355,0.2499053232945222
SB,SB,SB,SB,4171,Job Benefits,job benefits,971,8,8,landmarks,160,160,0.164778578784758,0.0,eligible,26,4720,0.22517732818848035
SB,SB,SB,SB,4175,Recycling,recycling,1023,8,8,landmarks,160,160,0.15640273704789834,0.0,eligible,35,3201,0.3161308823853476
SB,SB,SB,SB,4177,News Media,news media,1000,8,8,landmarks,160,160,0.16,0.0,eligible,31,3267,0.22184539339563591
SB,SB,SB,SB,4181,Taxes,taxes,1190,8,8,landmarks,160,160,0.13445378151260504,0.0,eligible,26,4333,0.23770940167594456
SB,SB,SB,SB,4311,Child Care,child care,770,8,8,landmarks,160,160,0.2077922077922078,0.0,eligible,28,3004,0.2554697651034562
SB,SB,SB,SB,4312,Music,music,749,8,8,landmarks,160,160,0.2136181575433912,0.0,eligible,25,3036,0.35108945637045763
SB,SB,SB,SB,4316,Crime,crime,1024,8,8,landmarks,160,160,0.15625,0.0,eligible,27,2689,0.30391308091481806
SB,SB,SB,SB,4318,Buying A Car,buying a car,1101,8,8,landmarks,160,160,0.14532243415077203,0.0,eligible,34,2548,0.26569604558744775
SB,SB,SB,SB,4319,Job Benefits,job benefits,998,8,8,landmarks,160,160,0.16032064128256512,0.0,eligible,26,4905,0.24255809337591605
SB,SB,SB,SB,4320,Crime,crime,974,8,8,landmarks,160,160,0.16427104722792607,0.0,eligible,27,4608,0.28435596087201465
SB,SB,SB,SB,4321,Trial By Jury,trial by jury,763,8,8,landmarks,160,160,0.20969855832241152,0.0,eligible,31,4148,0.2910949752515447
SB,SB,SB,SB,4325,Child Care,child care,834,8,8,landmarks,160,160,0.19184652278177458,0.0,eligible,28,3655,0.2524028328288871
SB,SB,SB,SB,4327,Trial By Jury,trial by jury,929,8,8,landmarks,160,160,0.1722282023681378,0.0,eligible,31,2221,0.2550369396571307
SB,SB,SB,SB,4329,Recycling,recycling,902,8,8,landmarks,160,160,0.17738359201773837,0.0,eligible,35,3876,0.2575755961532865
SB,SB,SB,SB,4330,Drug Testing,drug testing,1054,8,8,landmarks,160,160,0.15180265654648956,0.0,eligible,27,4812,0.22102713187842238
SB,SB,SB,SB,4333,Taxes,taxes,937,8,8,landmarks,160,160,0.17075773745997866,0.0,eligible,26,2839,0.2666060709749887
SB,SB,SB,SB,4334,Music,music,1130,8,8,landmarks,160,160,0.1415929203539823,0.0,eligible,25,4312,0.29431335052714336
SB,SB,SB,SB,4336,Crime,crime,885,8,8,landmarks,160,160,0.1807909604519774,0.0,eligible,27,4023,0.3191736829016123
SB,SB,SB,SB,4339,Buying A Car,buying a car,941,8,8,landmarks,160,160,0.17003188097768332,0.0,eligible,34,3173,0.30451045936851195
SB,SB,SB,SB,4340,Crime,crime,984,8,8,landmarks,160,160,0.16260162601626016,0.0,eligible,27,2689,0.2873630596668695
SB,SB,SB,SB,4341,Capital Punishment,capital punishment,813,8,8,landmarks,160,160,0.1968019680196802,0.0,eligible,32,2546,0.3538684504169236
SB,SB,SB,SB,4342,News Media,news media,955,8,8,landmarks,160,160,0.16753926701570682,0.0,eligible,31,3267,0.23872241619652268
SB,SB,SB,SB,4345,News Media,news media,778,8,8,landmarks,160,160,0.20565552699228792,0.0,eligible,31,4082,0.30337401974882305
SB,SB,SB,SB,4346,Public Education,public education,921,8,8,landmarks,160,160,0.1737242128121607,0.0,eligible,32,4380,0.33037612902258207
SB,SB,SB,SB,4353,Family Finance,family finance,1112,8,8,landmarks,160,160,0.14388489208633093,0.0,eligible,28,2884,0.31475649865605415
SB,SB,SB,SB,4356,Buying A Car,buying a car,970,8,8,landmarks,160,160,0.16494845360824742,0.0,eligible,34,4339,0.2507877088040421
SB,SB,SB,SB,4358,Recycling,recycling,898,8,8,landmarks,160,160,0.17817371937639198,0.0,eligible,35,3515,0.3146824414309579
SB,SB,SB,SB,4360,Social Change,social change,710,8,8,landmarks,160,160,0.22535211267605634,0.0,eligible,17,2819,0.24026535799234783
SB,SB,SB,SB,4362,Public Education,public education,885,8,8,landmarks,160,160,0.1807909604519774,0.0,eligible,32,3841,0.28943099975734965
SB,SB,SB,SB,4363,Football,football,1194,8,8,landmarks,160,160,0.13400335008375208,0.0,eligible,11,3638,0.2362927815805428
SB,SB,SB,SB,4366,Care Of The Elderly,care of the elderly,696,8,8,landmarks,160,160,0.22988505747126436,0.0,eligible,28,4166,0.2998107205999688
SB,SB,SB,SB,4370,Trial By Jury,trial by jury,851,8,8,landmarks,160,160,0.18801410105757932,0.0,eligible,31,4697,0.3216103872822931
SB,SB,SB,SB,4372,Taxes,taxes,957,8,8,landmarks,160,160,0.1671891327063741,0.0,eligible,26,3077,0.31421630753035623
SB,SB,SB,SB,4376,Capital Punishment,capital punishment,840,8,8,landmarks,160,160,0.19047619047619047,0.0,eligible,32,2717,0.27170300419389504
SB,SB,SB,SB,4379,Family Finance,family finance,1092,8,8,landmarks,160,160,0.14652014652014653,0.0,eligible,28,2884,0.3140453355151812
SB,SB,SB,SB,4380,Public Education,public education,1014,8,8,landmarks,160,160,0.15779092702169625,0.0,eligible,32,4346,0.33037612902258207
SB,SB,SB,SB,4382,Air Pollution,air pollution,833,8,8,landmarks,160,160,0.19207683073229292,0.0,eligible,24,3887,0.2554786446848627
SB,SB,SB,SB,4384,Child Care,child care,1143,8,8,landmarks,160,160,0.1399825021872266,0.0,eligible,28,3655,0.2994826372818813
SB,SB,SB,SB,4483,Recycling,recycling,1062,8,8,landmarks,160,160,0.15065913370998116,0.0,eligible,35,4175,0.29407421055547567
SB,SB,SB,SB,4519,Family Finance,family finance,823,8,8,landmarks,160,160,0.19441069258809235,0.0,eligible,28,2515,0.276675558704251
SB,SB,SB,SB,4548,Capital Punishment,capital punishment,926,8,8,landmarks,160,160,0.17278617710583152,0.0,eligible,32,4151,0.20116584992084008
SB,SB,SB,SB,4605,Drug Testing,drug testing,896,8,8,landmarks,160,160,0.17857142857142858,0.0,eligible,27,2537,0.36195622802252714
SB,SB,SB,SB,4608,Crime,crime,1071,8,8,landmarks,160,160,0.14939309056956115,0.0,eligible,27,4023,0.2948087720972541
SB,SB,SB,SB,4611,News Media,news media,989,8,8,landmarks,160,160,0.16177957532861476,0.0,eligible,31,2483,0.20829314889287387
SB,SB,SB,SB,4615,Family Finance,family finance,957,8,8,landmarks,160,160,0.1671891327063741,0.0,eligible,28,4379,0.2965670554262392
SB,SB,SB,SB,4617,Trial By Jury,trial by jury,906,8,8,landmarks,160,160,0.17660044150110377,0.0,eligible,31,4679,0.2626514021594767
SB,SB,SB,SB,4618,Drug Testing,drug testing,944,8,8,landmarks,160,160,0.1694915254237288,0.0,eligible,27,4605,0.2890497142112455
SB,SB,SB,SB,4619,Care Of The Elderly,care of the elderly,1048,8,8,landmarks,160,160,0.15267175572519084,0.0,eligible,28,4108,0.24898064161950895
SB,SB,SB,SB,4626,Family Finance,family finance,1023,8,8,landmarks,160,160,0.15640273704789834,0.0,eligible,28,4868,0.31740042270010815
SB,SB,SB,SB,4628,Job Benefits,job benefits,881,8,8,landmarks,160,160,0.18161180476730987,0.0,eligible,26,3985,0.28693466319582495
SB,SB,SB,SB,4630,News Media,news media,979,8,8,landmarks,160,160,0.1634320735444331,0.0,eligible,31,3267,0.3107552623779193
SB,SB,SB,SB,4644,Job Benefits,job benefits,921,8,8,landmarks,160,160,0.1737242128121607,0.0,eligible,26,4158,0.2716257727343412
SB,SB,SB,SB,4646,Care Of The Elderly,care of the elderly,853,8,8,landmarks,160,160,0.18757327080890973,0.0,eligible,28,3204,0.2895885648880481
SB,SB,SB,SB,4649,Child Care,child care,977,8,8,landmarks,160,160,0.16376663254861823,0.0,eligible,28,4876,0.24342687748611036
SB,SB,SB,SB,4655,Care Of The Elderly,care of the elderly,961,8,8,landmarks,160,160,0.16649323621227888,0.0,eligible,28,4108,0.2829259064492542
SB,SB,SB,SB,4659,Social Change,social change,887,8,8,landmarks,160,160,0.18038331454340473,0.0,eligible,17,3454,0.23265573740047507
SB,SB,SB,SB,4660,News Media,news media,883,8,8,landmarks,160,160,0.1812004530011325,0.0,eligible,31,3267,0.3687630371595011
SB,SB,SB,SB,4675,Family Finance,family finance,1126,8,8,landmarks,160,160,0.14209591474245115,0.0,eligible,28,4626,0.28658334256647955
SB,SB,SB,SB,4679,Trial By Jury,trial by jury,853,8,8,landmarks,160,160,0.18757327080890973,0.0,eligible,31,4697,0.3442499912433291
SB,SB,SB,SB,4681,Taxes,taxes,1017,8,8,landmarks,160,160,0.15732546705998032,0.0,eligible,26,3360,0.33976451419235854
SB,SB,SB,SB,4688,Family Finance,family finance,969,8,8,landmarks,160,160,0.1651186790505676,0.0,eligible,28,4379,0.2591880031508944
SB,SB,SB,SB,4691,Football,football,1123,8,8,landmarks,160,160,0.14247551202137132,0.0,eligible,11,3269,0.20693753133573323
SB,SB,SB,SB,4697,Trial By Jury,trial by jury,1041,8,8,landmarks,160,160,0.15369836695485112,0.0,eligible,31,4679,0.3442499912433291
SB,SB,SB,SB,4703,Drug Testing,drug testing,902,8,8,landmarks,160,160,0.17738359201773837,0.0,eligible,27,4048,0.30546810347430464
SB,SB,SB,SB,4707,Taxes,taxes,929,8,8,landmarks,160,160,0.1722282023681378,0.0,eligible,26,4138,0.24296060546260412
SB,SB,SB,SB,4709,Job Benefits,job benefits,907,8,8,landmarks,160,160,0.17640573318632854,0.0,eligible,26,4028,0.23804977875127187
SB,SB,SB,SB,4720,Job Benefits,job benefits,917,8,8,landmarks,160,160,0.17448200654307525,0.0,eligible,26,2292,0.2417436231953367
SB,SB,SB,SB,4723,Buying A Car,buying a car,984,8,8,landmarks,160,160,0.16260162601626016,0.0,eligible,34,3411,0.2995622150891679
SB,SB,SB,SB,4725,Taxes,taxes,985,8,8,landmarks,160,160,0.16243654822335024,0.0,eligible,26,4138,0.28368650127270745
SB,SB,SB,SB,4728,Buying A Car,buying a car,1128,8,8,landmarks,160,160,0.14184397163120568,0.0,eligible,34,2071,0.27508340161707756
SB,SB,SB,SB,4733,Public Education,public education,1085,8,8,landmarks,160,160,0.14746543778801843,0.0,eligible,32,3216,0.22114036409452076
SB,SB,SB,SB,4736,Capital Punishment,capital punishment,894,8,8,landmarks,160,160,0.1789709172259508,0.0,eligible,32,3283,0.29387271458746456
SB,SB,SB,SB,4752,Crime,crime,978,8,8,landmarks,160,160,0.16359918200409,0.0,eligible,27,2689,0.265180198383394
SB,SB,SB,SB,4759,Family Finance,family finance,936,8,8,landmarks,160,160,0.17094017094017094,0.0,eligible,28,2092,0.3161983261852498
SB,SB,SB,SB,4765,Drug Testing,drug testing,1083,8,8,landmarks,160,160,0.14773776546629733,0.0,eligible,27,3174,0.26221362105536605
SB,SB,SB,SB,4771,Air Pollution,air pollution,927,8,8,landmarks,160,160,0.1725997842502697,0.0,eligible,24,3574,0.2973780159320947
SB,SB,SB,SB,4774,Drug Testing,drug testing,985,8,8,landmarks,160,160,0.16243654822335024,0.0,eligible,27,4049,0.236166763754182
SB,SB,SB,SB,4784,Public Education,public education,902,8,8,landmarks,160,160,0.17738359201773837,0.0,eligible,32,2744,0.2510147779770464
SB,SB,SB,SB,4792,Trial By Jury,trial by jury,1007,8,8,landmarks,160,160,0.15888778550148958,0.0,eligible,31,4370,0.21686443539832267
SB,SB,SB,SB,4799,Care Of The Elderly,care of the elderly,923,8,8,landmarks,160,160,0.1733477789815818,0.0,eligible,28,2005,0.23650129959115007
SB,SB,SB,SB,4801,Capital Punishment,capital punishment,941,8,8,landmarks,160,160,0.17003188097768332,0.0,eligible,32,3247,0.30420453276974035
SB,SB,SB,SB,4812,Drug Testing,drug testing,892,8,8,landmarks,160,160,0.17937219730941703,0.0,eligible,27,4880,0.26847342044934186
SB,SB,SB,SB,4821,News Media,news media,976,8,8,landmarks,160,160,0.16393442622950818,0.0,eligible,31,2154,0.27239103038346923
SB,SB,SB,SB,4826,Public Education,public education,855,8,8,landmarks,160,160,0.1871345029239766,0.0,eligible,32,2461,0.2792312673668331
SB,SB,SB,SB,4829,Recycling,recycling,924,8,8,landmarks,160,160,0.17316017316017315,0.0,eligible,35,3515,0.29964769990417495
SB,SB,SB,SB,4830,Trial By Jury,trial by jury,926,8,8,landmarks,160,160,0.17278617710583152,0.0,eligible,31,4679,0.2696341391752255
SB,SB,SB,SB,4831,Job Benefits,job benefits,970,8,8,landmarks,160,160,0.16494845360824742,0.0,eligible,26,2982,0.2500764582105516
SB,SB,SB,SB,4840,Taxes,taxes,997,8,8,landmarks,160,160,0.160481444332999,0.0,eligible,26,3077,0.3183918913551139
SB,SB,SB,SB,4856,Capital Punishment,capital punishment,880,8,8,landmarks,160,160,0.18181818181818182,0.0,eligible,32,4736,0.27522642072202386
SB,SB,SB,SB,4859,News Media,news media,982,8,8,landmarks,160,160,0.1629327902240326,0.0,eligible,31,4660,0.30109754859239213
SB,SB,SB,SB,4868,Family Finance,family finance,1007,8,8,landmarks,160,160,0.15888778550148958,0.0,eligible,28,4626,0.31740042270010815
SB,SB,SB,SB,4876,Child Care,child care,1013,8,8,landmarks,160,160,0.1579466929911155,0.0,eligible,28,4165,0.2810668439698266
SB,SB,SB,SB,4877,Child Care,child care,1066,8,8,landmarks,160,160,0.150093808630394,0.0,eligible,28,3655,0.2300604178903889
SB,SB,SB,SB,4880,Drug Testing,drug testing,872,8,8,landmarks,160,160,0.1834862385321101,0.0,eligible,27,4812,0.26847342044934186
SB,SB,SB,SB,4890,Trial By Jury,trial by jury,972,8,8,landmarks,160,160,0.1646090534979424,0.0,eligible,31,2180,0.28798966641948054
SB,SB,SB,SB,4905,Job Benefits,job benefits,1030,8,8,landmarks,160,160,0.1553398058252427,0.0,eligible,26,4319,0.24255809337591605
SB,SB,SB,SB,4908,Recycling,recycling,865,8,8,landmarks,160,160,0.18497109826589594,0.0,eligible,35,4078,0.24703993072178831
SB,SB,SB,SB,4917,Buying A Car,buying a car,938,8,8,landmarks,160,160,0.17057569296375266,0.0,eligible,34,3411,0.30084179557108826
SB,SB,SB,SB,4940,Air Pollution,air pollution,864,8,8,landmarks,160,160,0.18518518518518517,0.0,eligible,24,3574,0.26137700901340377
LLM,C1-P0,C1,P0,2095,Weather Climate,weather climate,264,8,8,landmarks,160,160,0.6060606060606061,0.0,singleton_topic,1,,
LLM,C1-P0,C1,P0,2451,Soviet Union,soviet union,565,8,8,landmarks,160,160,0.2831858407079646,0.0,singleton_topic,1,,
LLM,C1-P0,C1,P0,3389,Football,football,287,8,8,landmarks,160,160,0.5574912891986062,0.0,singleton_topic,1,,
LLM,C1-P0,C1,P0,3902,Care Of The Elderly,care of the elderly,370,8,8,landmarks,160,160,0.43243243243243246,0.0,eligible,5,4108,0.4548585769281497
LLM,C1-P0,C1,P0,4036,Trial By Jury,trial by jury,239,8,8,landmarks,160,160,0.6694560669456067,0.0,eligible,6,4152,0.4979910747410389
LLM,C1-P0,C1,P0,4048,Drug Testing,drug testing,246,8,8,landmarks,160,160,0.6504065040650406,0.0,eligible,2,4330,0.40049149767564607
LLM,C1-P0,C1,P0,4060,Job Benefits,job benefits,604,8,8,landmarks,160,160,0.26490066225165565,0.0,eligible,5,4319,0.3267945837920798
LLM,C1-P0,C1,P0,4082,News Media,news media,370,8,8,landmarks,160,160,0.43243243243243246,0.0,eligible,4,4177,0.399256373261337
LLM,C1-P0,C1,P0,4096,Recycling,recycling,256,8,8,landmarks,160,160,0.625,0.0,eligible,3,4358,0.6425529048298462
LLM,C1-P0,C1,P0,4103,Family Finance,family finance,296,8,8,landmarks,160,160,0.5405405405405406,0.0,eligible,5,4688,0.43914079673293704
LLM,C1-P0,C1,P0,4104,Family Finance,family finance,318,8,8,landmarks,160,160,0.5031446540880503,0.0,eligible,5,4379,0.511402251572417
LLM,C1-P0,C1,P0,4108,Care Of The Elderly,care of the elderly,347,8,8,landmarks,160,160,0.4610951008645533,0.0,eligible,5,3902,0.4548585769281497
LLM,C1-P0,C1,P0,4109,Job Benefits,job benefits,452,8,8,landmarks,160,160,0.35398230088495575,0.0,eligible,5,4628,0.4365938465549877
LLM,C1-P0,C1,P0,4133,Capital Punishment,capital punishment,351,8,8,landmarks,160,160,0.45584045584045585,0.0,eligible,2,4341,0.46931566320729434
LLM,C1-P0,C1,P0,4148,Trial By Jury,trial by jury,396,8,8,landmarks,160,160,0.40404040404040403,0.0,eligible,6,4152,0.5047045163976887
LLM,C1-P0,C1,P0,4152,Trial By Jury,trial by jury,353,8,8,landmarks,160,160,0.45325779036827196,0.0,eligible,6,4148,0.5047045163976887
LLM,C1-P0,C1,P0,4166,Care Of The Elderly,care of the elderly,486,8,8,landmarks,160,160,0.3292181069958848,0.0,eligible,5,4619,0.29577763127889534
LLM,C1-P0,C1,P0,4168,Music,music,342,8,8,landmarks,160,160,0.4678362573099415,0.0,eligible,2,4312,0.49273877009735934
LLM,C1-P0,C1,P0,4171,Job Benefits,job benefits,398,8,8,landmarks,160,160,0.4020100502512563,0.0,eligible,5,4628,0.44992702939178975
LLM,C1-P0,C1,P0,4177,News Media,news media,327,8,8,landmarks,160,160,0.4892966360856269,0.0,eligible,4,4611,0.4439358094103186
LLM,C1-P0,C1,P0,4312,Music,music,266,8,8,landmarks,160,160,0.6015037593984962,0.0,eligible,2,4168,0.49273877009735934
LLM,C1-P0,C1,P0,4316,Crime,crime,594,8,8,landmarks,160,160,0.26936026936026936,0.0,eligible,4,4340,0.43389819994852963
LLM,C1-P0,C1,P0,4319,Job Benefits,job benefits,332,8,8,landmarks,160,160,0.4819277108433735,0.0,eligible,5,4628,0.3442418863910971
LLM,C1-P0,C1,P0,4320,Crime,crime,365,8,8,landmarks,160,160,0.4383561643835616,0.0,eligible,4,4340,0.5032407425736919
LLM,C1-P0,C1,P0,4321,Trial By Jury,trial by jury,283,8,8,landmarks,160,160,0.5653710247349824,0.0,eligible,6,4152,0.41495602938408527
LLM,C1-P0,C1,P0,4325,Child Care,child care,398,8,8,landmarks,160,160,0.4020100502512563,0.0,eligible,2,4877,0.23379113769190174
LLM,C1-P0,C1,P0,4327,Trial By Jury,trial by jury,282,8,8,landmarks,160,160,0.5673758865248227,0.0,eligible,6,4148,0.4293457290938606
LLM,C1-P0,C1,P0,4329,Recycling,recycling,266,8,8,landmarks,160,160,0.6015037593984962,0.0,eligible,3,4358,0.48606061788395694
LLM,C1-P0,C1,P0,4330,Drug Testing,drug testing,303,8,8,landmarks,160,160,0.528052805280528,0.0,eligible,2,4048,0.40049149767564607
LLM,C1-P0,C1,P0,4333,Taxes,taxes,382,8,8,landmarks,160,160,0.418848167539267,0.0,eligible,2,4372,0.2835170645482128
LLM,C1-P0,C1,P0,4336,Crime,crime,583,8,8,landmarks,160,160,0.274442538593482,0.0,eligible,4,4320,0.414378157128923
LLM,C1-P0,C1,P0,4339,Buying A Car,buying a car,433,8,8,landmarks,160,160,0.3695150115473441,0.0,eligible,2,4356,0.536898300468541
LLM,C1-P0,C1,P0,4340,Crime,crime,301,8,8,landmarks,160,160,0.53156146179402,0.0,eligible,4,4320,0.5032407425736919
LLM,C1-P0,C1,P0,4341,Capital Punishment,capital punishment,357,8,8,landmarks,160,160,0.4481792717086835,0.0,eligible,2,4133,0.46931566320729434
LLM,C1-P0,C1,P0,4345,News Media,news media,238,8,8,landmarks,160,160,0.6722689075630253,0.0,eligible,4,4611,0.5010961393396608
LLM,C1-P0,C1,P0,4353,Family Finance,family finance,337,8,8,landmarks,160,160,0.47477744807121663,0.0,eligible,5,4379,0.41965019410284177
LLM,C1-P0,C1,P0,4356,Buying A Car,buying a car,357,8,8,landmarks,160,160,0.4481792717086835,0.0,eligible,2,4339,0.536898300468541
LLM,C1-P0,C1,P0,4358,Recycling,recycling,330,8,8,landmarks,160,160,0.48484848484848486,0.0,eligible,3,4096,0.6425529048298462
LLM,C1-P0,C1,P0,4360,Social Change,social change,371,8,8,landmarks,160,160,0.431266846361186,0.0,singleton_topic,1,,
LLM,C1-P0,C1,P0,4362,Public Education,public education,467,8,8,landmarks,160,160,0.3426124197002141,0.0,singleton_topic,1,,
LLM,C1-P0,C1,P0,4372,Taxes,taxes,332,8,8,landmarks,160,160,0.4819277108433735,0.0,eligible,2,4333,0.2835170645482128
LLM,C1-P0,C1,P0,4379,Family Finance,family finance,177,8,8,landmarks,160,160,0.903954802259887,0.0,eligible,5,4104,0.511402251572417
LLM,C1-P0,C1,P0,4382,Air Pollution,air pollution,249,8,8,landmarks,160,160,0.642570281124498,0.0,singleton_topic,1,,
LLM,C1-P0,C1,P0,4611,News Media,news media,372,8,8,landmarks,160,160,0.43010752688172044,0.0,eligible,4,4345,0.5010961393396608
LLM,C1-P0,C1,P0,4617,Trial By Jury,trial by jury,357,8,8,landmarks,160,160,0.4481792717086835,0.0,eligible,6,4148,0.42313703426265303
LLM,C1-P0,C1,P0,4619,Care Of The Elderly,care of the elderly,369,8,8,landmarks,160,160,0.43360433604336046,0.0,eligible,5,4646,0.4766428078172915
LLM,C1-P0,C1,P0,4628,Job Benefits,job benefits,347,8,8,landmarks,160,160,0.4610951008645533,0.0,eligible,5,4171,0.44992702939178975
LLM,C1-P0,C1,P0,4646,Care Of The Elderly,care of the elderly,424,8,8,landmarks,160,160,0.37735849056603776,0.0,eligible,5,4619,0.4766428078172915
LLM,C1-P0,C1,P0,4688,Family Finance,family finance,289,8,8,landmarks,160,160,0.5536332179930796,0.0,eligible,5,4103,0.43914079673293704
LLM,C1-P0,C1,P0,4877,Child Care,child care,426,8,8,landmarks,160,160,0.3755868544600939,0.0,eligible,2,4325,0.23379113769190174
LLM,C2-P0,C2,P0,2095,Weather Climate,weather climate,569,8,8,landmarks,160,160,0.281195079086116,0.0,singleton_topic,1,,
LLM,C2-P0,C2,P0,2451,Soviet Union,soviet union,743,8,8,landmarks,160,160,0.21534320323014805,0.0,singleton_topic,1,,
LLM,C2-P0,C2,P0,3389,Football,football,580,8,8,landmarks,160,160,0.27586206896551724,0.0,singleton_topic,1,,
LLM,C2-P0,C2,P0,3902,Care Of The Elderly,care of the elderly,711,8,8,landmarks,160,160,0.2250351617440225,0.0,eligible,5,4619,0.43163240005591663
LLM,C2-P0,C2,P0,4036,Trial By Jury,trial by jury,382,8,8,landmarks,160,160,0.418848167539267,0.0,eligible,6,4327,0.5354711221248237
LLM,C2-P0,C2,P0,4048,Drug Testing,drug testing,691,8,8,landmarks,160,160,0.23154848046309695,0.0,eligible,2,4330,0.4539215814357932
LLM,C2-P0,C2,P0,4060,Job Benefits,job benefits,681,8,8,landmarks,160,160,0.23494860499265785,0.0,eligible,5,4171,0.556381446994978
LLM,C2-P0,C2,P0,4082,News Media,news media,525,8,8,landmarks,160,160,0.3047619047619048,0.0,eligible,4,4345,0.4634181688183985
LLM,C2-P0,C2,P0,4096,Recycling,recycling,626,8,8,landmarks,160,160,0.25559105431309903,0.0,eligible,3,4329,0.5050209629847162
LLM,C2-P0,C2,P0,4103,Family Finance,family finance,670,8,8,landmarks,160,160,0.23880597014925373,0.0,eligible,5,4379,0.37018072778166144
LLM,C2-P0,C2,P0,4104,Family Finance,family finance,611,8,8,landmarks,160,160,0.2618657937806874,0.0,eligible,5,4353,0.377420458178068
LLM,C2-P0,C2,P0,4108,Care Of The Elderly,care of the elderly,589,8,8,landmarks,160,160,0.27164685908319186,0.0,eligible,5,3902,0.35960622190376224
LLM,C2-P0,C2,P0,4109,Job Benefits,job benefits,590,8,8,landmarks,160,160,0.2711864406779661,0.0,eligible,5,4171,0.46830557104660575
LLM,C2-P0,C2,P0,4133,Capital Punishment,capital punishment,634,8,8,landmarks,160,160,0.25236593059936907,0.0,eligible,2,4341,0.42591248053768427
LLM,C2-P0,C2,P0,4148,Trial By Jury,trial by jury,670,8,8,landmarks,160,160,0.23880597014925373,0.0,eligible,6,4152,0.5260883867693655
LLM,C2-P0,C2,P0,4152,Trial By Jury,trial by jury,631,8,8,landmarks,160,160,0.25356576862123614,0.0,eligible,6,4036,0.5280220860944747
LLM,C2-P0,C2,P0,4166,Care Of The Elderly,care of the elderly,560,8,8,landmarks,160,160,0.2857142857142857,0.0,eligible,5,4619,0.37875791786365487
LLM,C2-P0,C2,P0,4168,Music,music,475,8,8,landmarks,160,160,0.3368421052631579,0.0,eligible,2,4312,0.3784726586702025
LLM,C2-P0,C2,P0,4171,Job Benefits,job benefits,640,8,8,landmarks,160,160,0.25,0.0,eligible,5,4060,0.556381446994978
LLM,C2-P0,C2,P0,4177,News Media,news media,588,8,8,landmarks,160,160,0.272108843537415,0.0,eligible,4,4082,0.4502949633580756
LLM,C2-P0,C2,P0,4312,Music,music,599,8,8,landmarks,160,160,0.2671118530884808,0.0,eligible,2,4168,0.3784726586702025
LLM,C2-P0,C2,P0,4316,Crime,crime,637,8,8,landmarks,160,160,0.25117739403453687,0.0,eligible,4,4340,0.47026530589666116
LLM,C2-P0,C2,P0,4319,Job Benefits,job benefits,609,8,8,landmarks,160,160,0.2627257799671593,0.0,eligible,5,4060,0.5245871965845335
LLM,C2-P0,C2,P0,4320,Crime,crime,625,8,8,landmarks,160,160,0.256,0.0,eligible,4,4340,0.4745648908051623
LLM,C2-P0,C2,P0,4321,Trial By Jury,trial by jury,624,8,8,landmarks,160,160,0.2564102564102564,0.0,eligible,6,4036,0.4415999308769155
LLM,C2-P0,C2,P0,4325,Child Care,child care,591,8,8,landmarks,160,160,0.2707275803722504,0.0,eligible,2,4877,0.37432585984274713
LLM,C2-P0,C2,P0,4327,Trial By Jury,trial by jury,630,8,8,landmarks,160,160,0.25396825396825395,0.0,eligible,6,4036,0.5354711221248237
LLM,C2-P0,C2,P0,4329,Recycling,recycling,668,8,8,landmarks,160,160,0.23952095808383234,0.0,eligible,3,4358,0.5839839819494401
LLM,C2-P0,C2,P0,4330,Drug Testing,drug testing,666,8,8,landmarks,160,160,0.24024024024024024,0.0,eligible,2,4048,0.4539215814357932
LLM,C2-P0,C2,P0,4333,Taxes,taxes,654,8,8,landmarks,160,160,0.24464831804281345,0.0,eligible,2,4372,0.38128127045251026
LLM,C2-P0,C2,P0,4336,Crime,crime,597,8,8,landmarks,160,160,0.26800670016750416,0.0,eligible,4,4340,0.45260527096782543
LLM,C2-P0,C2,P0,4339,Buying A Car,buying a car,565,8,8,landmarks,160,160,0.2831858407079646,0.0,eligible,2,4356,0.3400359567882375
LLM,C2-P0,C2,P0,4340,Crime,crime,576,8,8,landmarks,160,160,0.2777777777777778,0.0,eligible,4,4320,0.4745648908051623
